衕	同
衚	胡
衛	卫
衝	冲
表	表
衹	衹 只
袞	衮
裊	袅
裏	里
補	补
裝	装
裡	里
製	
